Trait_id	Trait	Category	Category_id
PPTO:0000923	carbon/nitrogen ratio	biochemical trait	PPTO:0000004
PPTO:0000924	productive tiller number	plant morphology trait	PPTO:0000009
PPTO:0000925	seedling numbers	abiotic stress trait	PPTO:0000013
PPTO:0000926	squalene content	biochemical trait	PPTO:0000004
PPTO:0000927	grain manganese concentrations	biochemical trait	PPTO:0000004
PPTO:0000928	grain chromium concentration	biochemical trait	PPTO:0000004
PPTO:0000929	grain selenium concentrations	biochemical trait	PPTO:0000004
PPTO:0000930	root relative elongation	abiotic stress trait	PPTO:0000013
PPTO:0000931	growth in plant height	abiotic stress trait	PPTO:0000013
PPTO:0000932	lesion number	biotic stress trait	PPTO:0000007
PPTO:0000933	phytic acid content	biochemical trait	PPTO:0000004
PPTO:0000934	projected shoot area	plant morphology trait	PPTO:0000009
PPTO:0000935	uppermost internode	yield trait	PPTO:0000010
PPTO:0000936	minimum fluorescence	plant morphology trait	PPTO:0000009
PPTO:0000937	maximum fluorescence	plant morphology trait	PPTO:0000009
PPTO:0000938	leaf dry matter percentage	plant morphology trait	PPTO:0000009
PPTO:0000939	leaf fresh weight	plant morphology trait	PPTO:0000009
PPTO:0000940	leaf turgid weight	plant morphology trait	PPTO:0000009
PPTO:0000941	relative leaf weight	plant morphology trait	PPTO:0000009
PPTO:0000942	days to first emergence	plant growth and development trait	PPTO:0000006
PPTO:0000943	days to full emergence	plant growth and development trait	PPTO:0000006
PPTO:0000944	bending moment	plant vigor trait	PPTO:0000011
PPTO:0000945	iron uptake	biochemical trait	PPTO:0000004
PPTO:0000946	nitrogen uptake	biochemical trait	PPTO:0000004
PPTO:0000947	arsenic content ratio	biochemical trait	PPTO:0000004
PPTO:0000948	zinc uptake	abiotic stress trait	PPTO:0000013
PPTO:0000949	seedling dry weight	plant morphology trait	PPTO:0000009
PPTO:0000950	seedling fresh weight	plant morphology trait	PPTO:0000009
PPTO:0000951	number of upper secondary rachis branches	plant morphology trait	PPTO:0000009
PPTO:0000952	number of middle secondary rachis branches	plant morphology trait	PPTO:0000009
PPTO:0000953	number of bottom secondary rachis branches	plant morphology trait	PPTO:0000009
PPTO:0000954	number of chaffs per panicle	plant morphology trait	PPTO:0000009
PPTO:0000955	panicle shattering degree	plant quality trait	PPTO:0000005
PPTO:0000956	turgid weight	abiotic stress trait	PPTO:0000013
PPTO:0000957	coleoptile diameter	plant morphology trait	PPTO:0000009
PPTO:0000958	panicle axis	plant morphology trait	PPTO:0000009
PPTO:0000959	myristic acid content	biochemical trait	PPTO:0000004
PPTO:0000960	arachidic acid content	biochemical trait	PPTO:0000004
PPTO:0000961	very long chain fatty acid content	biochemical trait	PPTO:0000004
PPTO:0000962	neck panicle diameter	plant morphology trait	PPTO:0000009
PPTO:0000963	productive tiller ratio	yield trait	PPTO:0000010
PPTO:0000964	heading interval	plant growth and development trait	PPTO:0000006
PPTO:0000965	breaking strength of the basal internode	plant morphology trait	PPTO:0000009
PPTO:0000966	length of the 2nd internode from plant base	plant morphology trait	PPTO:0000009
PPTO:0000967	lodging index	plant vigor trait	PPTO:0000011
PPTO:0000968	phosphorus concentration	biochemical trait	PPTO:0000004
PPTO:0000969	shoot elongation rate	plant growth and development trait	PPTO:0000006
PPTO:0000970	relative phosphorus concentration	biochemical trait	PPTO:0000004
PPTO:0000971	meloidogyne javanica resistance	biotic stress trait	PPTO:0000007
PPTO:0000972	100-grain fresh weight	plant morphology trait	PPTO:0000009
PPTO:0000973	100-seed dry weight	plant morphology trait	PPTO:0000009
PPTO:0000974	legume fruit fresh weight	plant morphology trait	PPTO:0000009
PPTO:0000975	grain phosphorus content	biochemical trait	PPTO:0000004
PPTO:0000976	copper concentration	biochemical trait	PPTO:0000004
PPTO:0000977	photochemical quenching	biochemical trait	PPTO:0000004
PPTO:0000978	delta tocopherol content	biochemical trait	PPTO:0000004
PPTO:0000979	seed water‑soluble protein content	biochemical trait	PPTO:0000004
PPTO:0000980	early plant height	plant morphology trait	PPTO:0000009
PPTO:0000981	phosphatidyl inositol (34:3) content	biochemical trait	PPTO:0000004
PPTO:0000982	intercellular carbon dioxide concentration	biochemical trait	PPTO:0000004
PPTO:0000983	canopy wilting	abiotic stress trait	PPTO:0000013
PPTO:0000984	radicle weight ratio	abiotic stress trait	PPTO:0000013
PPTO:0000985	radicle length ratio	abiotic stress trait	PPTO:0000013
PPTO:0000986	iron deficiency chlorosis tolerance	abiotic stress trait	PPTO:0000013
PPTO:0000987	days to full pod	plant growth and development trait	PPTO:0000006
PPTO:0000988	days to beginning seed	plant growth and development trait	PPTO:0000006
PPTO:0000989	days to beginning pod	plant growth and development trait	PPTO:0000006
PPTO:0000990	days to full seed	plant growth and development trait	PPTO:0000006
PPTO:0000991	days to full bloom	plant growth and development trait	PPTO:0000006
PPTO:0000992	nodule dry weight to shoot dry weight ratio	plant morphology trait	PPTO:0000009
PPTO:0000993	normal seedling rate	plant vigor trait	PPTO:0000011
PPTO:0000994	electric conductivity	plant growth and development trait	PPTO:0000006
PPTO:0000995	root colonization percentage	plant morphology trait	PPTO:0000009
PPTO:0000996	pod dehiscence	plant morphology trait	PPTO:0000009
PPTO:0000997	leaf chloride content	biochemical trait	PPTO:0000004
PPTO:0000998	seed calcium concentration	biochemical trait	PPTO:0000004
PPTO:0000999	seed aluminium concentration	biochemical trait	PPTO:0000004
PPTO:0001000	seed magnesium concentration	biochemical trait	PPTO:0000004
PPTO:0001001	seed cerium concentration	biochemical trait	PPTO:0000004
PPTO:0001002	seed sulfur concentration	biochemical trait	PPTO:0000004
PPTO:0001003	root overall complexity score	plant morphology trait	PPTO:0000009
PPTO:0001004	taproot	plant morphology trait	PPTO:0000009
PPTO:0001005	upper primary lateral root number	plant morphology trait	PPTO:0000009
PPTO:0001006	upper secondary lateral root density	plant morphology trait	PPTO:0000009
PPTO:0001007	upper primary lateral root average angle	plant morphology trait	PPTO:0000009
PPTO:0001008	upper primary lateral angle range	plant morphology trait	PPTO:0000009
PPTO:0001009	lower primary lateral root number	plant morphology trait	PPTO:0000009
PPTO:0001010	lower primary lateral root average angle	plant morphology trait	PPTO:0000009
PPTO:0001011	lower primary lateral root angle range	plant morphology trait	PPTO:0000009
PPTO:0001012	primary lateral root number	plant morphology trait	PPTO:0000009
PPTO:0001013	lower secondary lateral root density	plant morphology trait	PPTO:0000009
PPTO:0001014	cysteine and methionine content	biochemical trait	PPTO:0000004
PPTO:0001015	resistance to phytophthora sojae	biotic stress trait	PPTO:0000007
PPTO:0001016	shoot nitrogen content	biochemical trait	PPTO:0000004
PPTO:0001017	days to pod beginning	plant growth and development trait	PPTO:0000006
PPTO:0001018	days to seed formation	plant growth and development trait	PPTO:0000006
PPTO:0001019	average root diameter	plant morphology trait	PPTO:0000009
PPTO:0001020	root branching number	plant morphology trait	PPTO:0000009
PPTO:0001021	root dry weight to shoot dry weight ratio	yield trait	PPTO:0000010
PPTO:0001022	damage of leaf chlorosis	plant morphology trait	PPTO:0000009
PPTO:0001023	damage of leaf shape	plant morphology trait	PPTO:0000009
PPTO:0001024	kernel percent	yield trait	PPTO:0000010
PPTO:0001025	glume color	plant morphology trait	PPTO:0000009
PPTO:0001026	plant dry weight	plant morphology trait	PPTO:0000009
PPTO:0001027	potassium uptake	biological process trait	PPTO:0000008
PPTO:0001028	grain density	plant morphology trait	PPTO:0000009
PPTO:0001029	spike width	plant morphology trait	PPTO:0000009
PPTO:0001030	fusarium head blight resistance	biotic stress trait	PPTO:0000007
PPTO:0001031	petiole length	plant morphology trait	PPTO:0000009
PPTO:0001032	fruit diameter	plant morphology trait	PPTO:0000009
PPTO:0001033	grain weight	plant morphology trait	PPTO:0000009
PPTO:0001034	fruit size	plant morphology trait	PPTO:0000009
PPTO:0001035	seed maturation	plant growth and development trait	PPTO:0000006
PPTO:0001036	peduncle length	plant morphology trait	PPTO:0000009
PPTO:0001037	total water soluble content	biochemical trait	PPTO:0000004
PPTO:0001038	grain surface area	plant quality trait	PPTO:0000005
PPTO:0001039	spike weight	plant morphology trait	PPTO:0000009
PPTO:0001040	spike dry weight	plant morphology trait	PPTO:0000009
PPTO:0001041	leaf area index	plant morphology trait	PPTO:0000009
PPTO:0001042	shoot system potassium content	biochemical trait	PPTO:0000004
PPTO:0001043	glume pubescence	plant morphology trait	PPTO:0000009
PPTO:0001044	spot blotch disease resistance	biotic stress trait	PPTO:0000007
PPTO:0001045	stripe rust disease resistance	biotic stress trait	PPTO:0000007
PPTO:0001046	leaf rust disease resistance	biotic stress trait	PPTO:0000007
PPTO:0001047	powdery mildew disease resistance	biotic stress trait	PPTO:0000007
PPTO:0001048	grain hardness	plant morphology trait	PPTO:0000009
PPTO:0001049	semolina color trait	plant morphology trait	PPTO:0000009
PPTO:0001050	russian wheat aphid damage trait	biotic stress trait	PPTO:0000007
PPTO:0001051	flour sds-sedimentation	plant quality trait	PPTO:0000005
PPTO:0001052	wheat flour yellowness trait	plant quality trait	PPTO:0000005
PPTO:0001053	leaf rust severity trait	biotic stress trait	PPTO:0000007
PPTO:0001054	stripe rust severity trait	biotic stress trait	PPTO:0000007
PPTO:0001055	anther extrusion	plant growth and development trait	PPTO:0000006
PPTO:0001056	axial root length	plant morphology trait	PPTO:0000009
PPTO:0001057	axial root surface area	plant morphology trait	PPTO:0000009
PPTO:0001058	axial root volume	plant morphology trait	PPTO:0000009
PPTO:0001059	biomass accumulation	plant morphology trait	PPTO:0000009
PPTO:0001060	branching density	plant morphology trait	PPTO:0000009
PPTO:0001061	branching frequency	plant morphology trait	PPTO:0000009
PPTO:0001062	carbon-partitioning dynamics	plant vigor trait	PPTO:0000011
PPTO:0001063	common bunt resistance	biotic stress trait	PPTO:0000007
PPTO:0001064	days to initiation of booting	plant growth and development trait	PPTO:0000006
PPTO:0001065	diameter of the first internode	plant morphology trait	PPTO:0000009
PPTO:0001066	diameter of the second internode	plant morphology trait	PPTO:0000009
PPTO:0001067	effective spike number per plant	plant quality trait	PPTO:0000005
PPTO:0001068	flag leaf dry biomass	plant morphology trait	PPTO:0000009
PPTO:0001069	flag leaf fresh biomass	plant morphology trait	PPTO:0000009
PPTO:0001070	flag leaf glaucousness	plant morphology trait	PPTO:0000009
PPTO:0001071	flour content	plant quality trait	PPTO:0000005
PPTO:0001072	flour lightness	plant quality trait	PPTO:0000005
PPTO:0001073	flour redness	plant quality trait	PPTO:0000005
PPTO:0001074	fractional green canopy cover	plant morphology trait	PPTO:0000009
PPTO:0001075	fusarium crown rot resistance	biotic stress trait	PPTO:0000007
PPTO:0001076	fusarium head blight average percentage of spike with visual symptoms of infection	biotic stress trait	PPTO:0000007
PPTO:0001077	fusarium head blight index	biotic stress trait	PPTO:0000007
PPTO:0001078	fusarium head blight percentage of spikes showing symptoms	biotic stress trait	PPTO:0000007
PPTO:0001079	fusarium head blight severity	biotic stress trait	PPTO:0000007
PPTO:0001080	grain lithium concentration	biochemical trait	PPTO:0000004
PPTO:0001081	greenness index	plant morphology trait	PPTO:0000009
PPTO:0001082	growing degree-days	plant growth and development trait	PPTO:0000006
PPTO:0001083	height to width ratio	plant morphology trait	PPTO:0000009
PPTO:0001084	kernel circularity	plant morphology trait	PPTO:0000009
PPTO:0001085	kernel perimeter length	plant morphology trait	PPTO:0000009
PPTO:0001086	lateral to axial root length ratio	plant morphology trait	PPTO:0000009
PPTO:0001087	lateral to axial root volume ratio	plant morphology trait	PPTO:0000009
PPTO:0001088	lateral root surface area	plant morphology trait	PPTO:0000009
PPTO:0001089	lateral root volume	plant morphology trait	PPTO:0000009
PPTO:0001090	leaf color chart	plant morphology trait	PPTO:0000009
PPTO:0001091	leaf succulence	plant quality trait	PPTO:0000005
PPTO:0001092	leaf water content	biochemical trait	PPTO:0000004
PPTO:0001093	length of the first internode	plant morphology trait	PPTO:0000009
PPTO:0001094	light interception 40 days after emergence	plant growth and development trait	PPTO:0000006
PPTO:0001095	liter weight	plant growth and development trait	PPTO:0000006
PPTO:0001096	multiple disease resistance	biotic stress trait	PPTO:0000007
PPTO:0001097	near completion of leaf senescence	biological process trait	PPTO:0000008
PPTO:0001098	parastagonospora nodorum resistance	biotic stress trait	PPTO:0000007
PPTO:0001099	percent fertile spikelet number per spike	sterility or fertility trait	PPTO:0000012
PPTO:0001100	percent flag leaf area disease score	biotic stress trait	PPTO:0000007
PPTO:0001101	percent leaf area disease score	biotic stress trait	PPTO:0000007
PPTO:0001102	root lesion nematode pratylenchus thornei resistance	biotic stress trait	PPTO:0000007
PPTO:0001103	root mass fraction	plant morphology trait	PPTO:0000009
PPTO:0001104	root tissue density	plant morphology trait	PPTO:0000009
PPTO:0001105	root width	plant morphology trait	PPTO:0000009
PPTO:0001106	salt tolerance index of germination rate	abiotic stress trait	PPTO:0000013
PPTO:0001107	salt tolerance index of k+ /na+ ratio	abiotic stress trait	PPTO:0000013
PPTO:0001108	salt tolerance index of plant height	abiotic stress trait	PPTO:0000013
PPTO:0001109	salt tolerance index of root length	abiotic stress trait	PPTO:0000013
PPTO:0001110	salt tolerance index of root number	abiotic stress trait	PPTO:0000013
PPTO:0001111	salt tolerance index of shoot length	abiotic stress trait	PPTO:0000013
PPTO:0001112	salt tolerance index of shoot na+ content	abiotic stress trait	PPTO:0000013
PPTO:0001113	seedling resistance to leaf rust	biotic stress trait	PPTO:0000007
PPTO:0001114	seedling resistance to powdery mildew	biotic stress trait	PPTO:0000007
PPTO:0001115	seedling resistance to stripe rust	biotic stress trait	PPTO:0000007
PPTO:0001116	seminal root dry weight	plant morphology trait	PPTO:0000009
PPTO:0001117	shoot width	plant morphology trait	PPTO:0000009
PPTO:0001118	specific root length	plant morphology trait	PPTO:0000009
PPTO:0001119	specific root respiration per root length	plant morphology trait	PPTO:0000009
PPTO:0001120	specific root respiration per root mass	plant morphology trait	PPTO:0000009
PPTO:0001121	specific root respiration residual	plant morphology trait	PPTO:0000009
PPTO:0001122	spike compactness	yield trait	PPTO:0000010
PPTO:0001123	spike fertility	plant morphology trait	PPTO:0000009
PPTO:0001124	spike harvest index	plant morphology trait	PPTO:0000009
PPTO:0001126	spike percentage	plant morphology trait	PPTO:0000009
PPTO:0001127	stagonospora nodorum blotch resistance	biotic stress trait	PPTO:0000007
PPTO:0001128	stem rust resistance	biotic stress trait	PPTO:0000007
PPTO:0001129	tan spot resistance	biotic stress trait	PPTO:0000007
PPTO:0001130	stem thrust	plant morphology trait	PPTO:0000009
PPTO:0001131	tiller dry weight	plant morphology trait	PPTO:0000009
PPTO:0001132	root topology	plant morphology trait	PPTO:0000009
PPTO:0001133	total amylase trypsin inhibitor content	biochemical trait	PPTO:0000004
PPTO:0001134	root respiration ratio	biological process trait	PPTO:0000008
PPTO:0001136	winter survival rate	plant vigor trait	PPTO:0000011
PPTO:0001137	water absorption	plant quality trait	PPTO:0000005
PPTO:0001138	water index	plant quality trait	PPTO:0000005
PPTO:0001139	wet gluten content	biochemical trait	PPTO:0000004
PPTO:0001140	whitehead percentage	biotic stress trait	PPTO:0000007
PPTO:0001141	winter survival index	plant vigor trait	PPTO:0000011
PPTO:0001143	local adaptation	biological process trait	PPTO:0000008
PPTO:0001144	awn suppression	plant morphology trait	PPTO:0000009
PPTO:0001145	crown rot severity index	biotic stress trait	PPTO:0000007
PPTO:0001146	dimeric amylase trypsin inhibitor content	biochemical trait	PPTO:0000004
PPTO:0001147	dough stability time	plant quality trait	PPTO:0000005
PPTO:0001148	factor form density	plant morphology trait	PPTO:0000009
PPTO:0001149	fertility period	plant growth and development trait	PPTO:0000006
PPTO:0001150	final canopy height	plant morphology trait	PPTO:0000009
PPTO:0001151	grain copper concentration	plant morphology trait	PPTO:0000009
PPTO:0001152	grain filling duration	plant growth and development trait	PPTO:0000006
PPTO:0001153	hessian fly resistance	biotic stress trait	PPTO:0000007
PPTO:0001154	disease infection type	biotic stress trait	PPTO:0000007
PPTO:0001155	resistance to striga	biotic stress trait	PPTO:0000007
PPTO:0001156	monomeric amylase trypsin inhibitor content	biochemical trait	PPTO:0000004
PPTO:0001157	nonstructural carbohydrates	biochemical trait	PPTO:0000004
PPTO:0001158	number of branching points	plant morphology trait	PPTO:0000009
PPTO:0001159	number of ears per plant	plant morphology trait	PPTO:0000009
PPTO:0001160	number of forks	plant morphology trait	PPTO:0000009
PPTO:0001161	percent grain filling duration	plant growth and development trait	PPTO:0000006
PPTO:0001162	phosphorus utilization efficiency	biological process trait	PPTO:0000008
PPTO:0001163	plant senescence reflectance index	biological process trait	PPTO:0000008
PPTO:0001164	plant waxiness	plant morphology trait	PPTO:0000009
PPTO:0001165	polyphenol oxidase enzymes activity	biological process trait	PPTO:0000008
PPTO:0001166	pup loaf volume	yield trait	PPTO:0000010
PPTO:0001167	radiation use efficiency	biological process trait	PPTO:0000008
PPTO:0001168	rapid spike growth phase	plant growth and development trait	PPTO:0000006
PPTO:0001169	rates of net co2 assimilation	biological process trait	PPTO:0000008
PPTO:0001170	sedimentation volume	biological process trait	PPTO:0000008
PPTO:0001171	seedling recovery	abiotic stress trait	PPTO:0000013
PPTO:0001172	spike-bearing tiller percentage	plant growth and development trait	PPTO:0000006
PPTO:0001173	stay-green integral	plant growth and development trait	PPTO:0000006
PPTO:0001174	superoxide dismutase	biochemical trait	PPTO:0000004
PPTO:0001175	temperature-irresponsive stem elongation rates	plant growth and development trait	PPTO:0000006
PPTO:0001176	temperature-responsive stem elongation rates	plant growth and development trait	PPTO:0000006
PPTO:0001177	tetrameric amylase trypsin inhibitor content	biochemical trait	PPTO:0000004
PPTO:0001178	linolenic acid content	biochemical trait	PPTO:0000004
PPTO:0001179	seedling height	plant morphology trait	PPTO:0000009
PPTO:0001180	phosphorus content	biochemical trait	PPTO:0000004
PPTO:0001181	root cross sectional area	plant morphology trait	PPTO:0000009
PPTO:0001182	number of metaxylem vessels	plant morphology trait	PPTO:0000009
PPTO:0001183	shoot system phosphorus content	biochemical trait	PPTO:0000004
PPTO:0001184	charcoal rot incidence trait	abiotic stress trait	PPTO:0000013
PPTO:0001185	grain boron concentration	biochemical trait	PPTO:0000004
PPTO:0001186	coleoptile dry weight	plant morphology trait	PPTO:0000009
PPTO:0001187	coleoptile to root dry weight ratio	plant morphology trait	PPTO:0000009
PPTO:0001188	coleoptile to root length ratio	plant morphology trait	PPTO:0000009
PPTO:0001189	hairy-leaf	plant morphology trait	PPTO:0000009
PPTO:0001190	malondialdehyde content	biochemical trait	PPTO:0000004
PPTO:0001191	radicle length	plant morphology trait	PPTO:0000009
PPTO:0001192	relative conductivity	abiotic stress trait	PPTO:0000013
PPTO:0001193	common rust resistance	biotic stress trait	PPTO:0000007
PPTO:0001194	root bottom angle	plant morphology trait	PPTO:0000009
PPTO:0001195	root to shoot dry weight ratio	plant morphology trait	PPTO:0000009
PPTO:0001196	root skeleton width	plant morphology trait	PPTO:0000009
PPTO:0001197	root top angle	plant morphology trait	PPTO:0000009
PPTO:0001198	silique number from branch inflorescence	plant morphology trait	PPTO:0000009
PPTO:0001199	silique number from main inflorescence	plant morphology trait	PPTO:0000009
PPTO:0001200	silique number from whole plant	plant morphology trait	PPTO:0000009
PPTO:0001201	superoxide dismutase activity	biological process trait	PPTO:0000008
PPTO:0001202	anther color	plant morphology trait	PPTO:0000009
PPTO:0001203	heat tolerance	abiotic stress trait	PPTO:0000013
PPTO:0001204	flowering time trait	plant morphology trait	PPTO:0000009
PPTO:0001205	leaf sheath color	plant morphology trait	PPTO:0000009
PPTO:0001206	plant width	plant morphology trait	PPTO:0000009
PPTO:0001207	chickpea ascochyta blight resistance	biotic stress trait	PPTO:0000007
PPTO:0001208	basal axillary secondary branch number	plant morphology trait	PPTO:0000009
PPTO:0001209	basal axillary primary branch number	plant morphology trait	PPTO:0000009
PPTO:0001210	apical axillary secondary branch number	plant morphology trait	PPTO:0000009
PPTO:0001211	apical axillary primary branch number	plant morphology trait	PPTO:0000009
PPTO:0001212	panicle diameter	plant morphology trait	PPTO:0000009
PPTO:0001213	peduncle shape	plant morphology trait	PPTO:0000009
PPTO:0001214	pulvinus color	plant morphology trait	PPTO:0000009
PPTO:0001215	leaf color of mature plant	plant morphology trait	PPTO:0000009
PPTO:0001216	leaf color of seedling	plant morphology trait	PPTO:0000009
PPTO:0001217	shoot apical meristem area	plant morphology trait	PPTO:0000009
PPTO:0001218	shoot apical meristem height	plant morphology trait	PPTO:0000009
PPTO:0001219	shoot apical meristem width	plant morphology trait	PPTO:0000009
PPTO:0001220	total arabinoxylan content	biochemical trait	PPTO:0000004
PPTO:0001221	water extractable arabinoxylan content	biochemical trait	PPTO:0000004
PPTO:0001222	broductive branch number	yield trait	PPTO:0000010
PPTO:0001223	branch number per main stem	plant morphology trait	PPTO:0000009
PPTO:0001224	branch number per plant	plant morphology trait	PPTO:0000009
PPTO:0001225	bristle color	plant morphology trait	PPTO:0000009
PPTO:0001226	bristle length	plant morphology trait	PPTO:0000009
PPTO:0001227	days to early blooming	plant growth and development trait	PPTO:0000006
PPTO:0001228	emergence score	plant vigor trait	PPTO:0000011
PPTO:0001229	empty pod ratio	plant growth and development trait	PPTO:0000006
PPTO:0001230	growth duration	plant growth and development trait	PPTO:0000006
PPTO:0001232	normalized difference vegetative index	plant growth and development trait	PPTO:0000006
PPTO:0001233	red leaf disease resistance	biotic stress trait	PPTO:0000007
PPTO:0001234	spike shape	plant morphology trait	PPTO:0000009
PPTO:0001235	tiller maturity	plant growth and development trait	PPTO:0000006
PPTO:0001236	stem angle	plant morphology trait	PPTO:0000009
PPTO:0001237	petiole color	plant morphology trait	PPTO:0000009
PPTO:0001238	tuberous root tuber weight	plant morphology trait	PPTO:0000009
PPTO:0001239	storage root dry mass content	plant morphology trait	PPTO:0000009
PPTO:0001240	storage root diameter	plant morphology trait	PPTO:0000009
PPTO:0001241	cool-paste viscosity at 50 degree	plant quality trait	PPTO:0000005
PPTO:0001242	peak temperature	plant quality trait	PPTO:0000005
PPTO:0001243	root mealiness	plant quality trait	PPTO:0000005
PPTO:0001244	root adhesiveness	plant quality trait	PPTO:0000005
PPTO:0001245	root aroma	plant quality trait	PPTO:0000005
PPTO:0001246	root colour	plant quality trait	PPTO:0000005
PPTO:0001247	root fibre	plant quality trait	PPTO:0000005
PPTO:0001248	root firmness	plant quality trait	PPTO:0000005
PPTO:0001249	root taste	plant quality trait	PPTO:0000005
PPTO:0001250	tuberous root tuber starch content	biochemical trait	PPTO:0000004
PPTO:0001251	tuberous root tuber epidermal type	plant morphology trait	PPTO:0000009
PPTO:0001252	tuberous root tuber distribution	plant morphology trait	PPTO:0000009
PPTO:0001253	stem endothelial color	plant morphology trait	PPTO:0000009
PPTO:0001254	tuberous root tuber scar	plant morphology trait	PPTO:0000009
PPTO:0001255	resistant to t. cinnabarinus	biotic stress trait	PPTO:0000007
PPTO:0001256	postharvest stem germination	plant growth and development trait	PPTO:0000006
PPTO:0001257	storage root number per plant	plant morphology trait	PPTO:0000009
PPTO:0001258	storage root amylopectin content	biochemical trait	PPTO:0000004
PPTO:0001259	storage root shape	plant morphology trait	PPTO:0000009
PPTO:0001260	storage root starch gelatinization temperature	plant quality trait	PPTO:0000005
PPTO:0001261	storage root endothelial color	plant morphology trait	PPTO:0000009
PPTO:0001262	storage root cortex colour	plant morphology trait	PPTO:0000009
PPTO:0001263	storage root periderm colour	plant morphology trait	PPTO:0000009
PPTO:0001264	lobular width	plant morphology trait	PPTO:0000009
PPTO:0001265	lobular length	plant morphology trait	PPTO:0000009
PPTO:0001266	leaf aspect ratio	plant morphology trait	PPTO:0000009
PPTO:0001267	first branch height	plant morphology trait	PPTO:0000009
PPTO:0001268	postharvest storage root hardness	plant quality trait	PPTO:0000005
PPTO:0001269	chromameter b*	plant morphology trait	PPTO:0000009
PPTO:0001270	apical leaf colour	plant morphology trait	PPTO:0000009
PPTO:0001271	apical pubescence	plant morphology trait	PPTO:0000009
PPTO:0001272	cassava green mite severity	biotic stress trait	PPTO:0000007
PPTO:0001273	mature leaf greenness	plant morphology trait	PPTO:0000009
PPTO:0001274	outer stem colour	plant morphology trait	PPTO:0000009
PPTO:0001275	plant type	plant morphology trait	PPTO:0000009
PPTO:0001276	color chart	plant quality trait	PPTO:0000005
PPTO:0001277	hydrogen cyanide content	biochemical trait	PPTO:0000004
PPTO:0001278	weeping trait	plant morphology trait	PPTO:0000009
PPTO:0001279	leaf sodium content	biochemical trait	PPTO:0000004
PPTO:0001280	leaf color	plant morphology trait	PPTO:0000009
PPTO:0001281	seedling cotyledon color	plant morphology trait	PPTO:0000009
PPTO:0001282	processing quality trait	plant quality trait	PPTO:0000005
PPTO:0001283	leaflet number	plant morphology trait	PPTO:0000009
PPTO:0001284	phosphate content	biochemical trait	PPTO:0000004
PPTO:0001285	pre-harvest sprouting tolerance	plant growth and development trait	PPTO:0000006
PPTO:0001286	germination indices	plant growth and development trait	PPTO:0000006
PPTO:0001287	spike density	plant morphology trait	PPTO:0000009
PPTO:0001288	glume flexibility	plant morphology trait	PPTO:0000009
PPTO:0001289	meiotic recombination	biological process trait	PPTO:0000008
PPTO:0001290	black point response	biotic stress trait	PPTO:0000007
PPTO:0001291	flour processing quality	biological process trait	PPTO:0000008
PPTO:0001292	high molecular weight glutenin subunits	biochemical trait	PPTO:0000004
PPTO:0001293	dough strength	plant quality trait	PPTO:0000005
PPTO:0001294	spikelet angle	plant morphology trait	PPTO:0000009
PPTO:0001295	spike elongation	plant morphology trait	PPTO:0000009
PPTO:0001296	flavone content	biochemical trait	PPTO:0000004
PPTO:0001297	total thiamine content	biochemical trait	PPTO:0000004
PPTO:0001298	group a saponins content	biochemical trait	PPTO:0000004
PPTO:0001299	2,3-dihydro-2,5-dihydroxy-6-methyl-4h-pyran-4-one (ddmp) saponins content	biochemical trait	PPTO:0000004
PPTO:0001300	seed-coat impermeability	plant quality trait	PPTO:0000005
PPTO:0001301	herbicide bentazon resistance	abiotic stress trait	PPTO:0000013
PPTO:0001302	thiamine content	biochemical trait	PPTO:0000004
PPTO:0001303	lipoxygenase isozymes 2 content	biochemical trait	PPTO:0000004
PPTO:0001304	trichome development	plant growth and development trait	PPTO:0000006
PPTO:0001305	genistein-to-daidzein ratio	biochemical trait	PPTO:0000004
PPTO:0001306	pseudomonas syringae pv. glycinea infection resistance	biotic stress trait	PPTO:0000007
PPTO:0001307	unsaturated fatty acid content	biochemical trait	PPTO:0000004
PPTO:0001308	raffinosaccharides content	biochemical trait	PPTO:0000004
PPTO:0001309	inorganic phosphorus content	biochemical trait	PPTO:0000004
PPTO:0001310	phytic acid phosphorus content	biochemical trait	PPTO:0000004
PPTO:0001311	rice seedling blight disease resistance	biotic stress trait	PPTO:0000007
PPTO:0001312	cell membrane stability	abiotic stress trait	PPTO:0000013
PPTO:0001313	leaf temperature	plant morphology trait	PPTO:0000009
PPTO:0001314	anaerobic salt response index	abiotic stress trait	PPTO:0000013
PPTO:0001315	cadmium-mediated growth response	abiotic stress trait	PPTO:0000013
PPTO:0001316	head rice recovery	yield trait	PPTO:0000010
PPTO:0001317	internode diameter	plant morphology trait	PPTO:0000009
PPTO:0001318	fermentable sugar content	biochemical trait	PPTO:0000004
PPTO:0001319	floret pubescence	plant morphology trait	PPTO:0000009
PPTO:0001320	grain circumferences	plant morphology trait	PPTO:0000009
PPTO:0001321	grain silica concentration	biochemical trait	PPTO:0000004
PPTO:0001322	linear elongation ratio	plant quality trait	PPTO:0000005
PPTO:0001323	relative chlorophyll b content	abiotic stress trait	PPTO:0000013
PPTO:0001324	relative root thickness	abiotic stress trait	PPTO:0000013
PPTO:0001325	relative shoot thickness	abiotic stress trait	PPTO:0000013
PPTO:0001326	mixed-linkage β-glucan content	biochemical trait	PPTO:0000004
PPTO:0001327	outer diameter of the minor axis	plant morphology trait	PPTO:0000009
PPTO:0001328	plant water content	biochemical trait	PPTO:0000004
